person_id,name_en,topic_keyword
FM083,Amy Porter,university pedagogy
FM083,Amy Porter,body use
FM083,Amy Porter,career development
FM083,Amy Porter,solo repertoire
FM083,Amy Porter,flautist
FM083,Amy Porter,professor
FM083,Amy Porter,soloist
FM083,Amy Porter,American academic and orchestral school
FM084,Alexa Still,recording
FM084,Alexa Still,pedagogy
FM084,Alexa Still,New Zealand repertoire
FM084,Alexa Still,international teaching
FM084,Alexa Still,flautist
FM084,Alexa Still,professor
FM084,Alexa Still,recording artist
FM084,Alexa Still,New Zealand-American school
FM085,Mary Karen Clardy,etudes
FM085,Mary Karen Clardy,pedagogy
FM085,Mary Karen Clardy,repertoire
FM085,Mary Karen Clardy,university teaching
FM085,Mary Karen Clardy,flautist
FM085,Mary Karen Clardy,professor
FM085,Mary Karen Clardy,author
FM085,Mary Karen Clardy,American pedagogy school
FM086,Patricia George,beginner-to-advanced pedagogy
FM086,Patricia George,practice systems
FM086,Patricia George,tone
FM086,Patricia George,articulation
FM086,Patricia George,sight reading
FM086,Patricia George,flautist
FM086,Patricia George,pedagogue
FM086,Patricia George,author
FM086,Patricia George,American pedagogy school
FM086,Patricia George,Eastman lineage
FM087,Linda Chesis,chamber music
FM087,Linda Chesis,contemporary repertoire
FM087,Linda Chesis,career building
FM087,Linda Chesis,pedagogy
FM087,Linda Chesis,flautist
FM087,Linda Chesis,chamber musician
FM087,Linda Chesis,professor
FM087,Linda Chesis,American chamber music school
FM088,Tara Helen O'Connor,chamber music
FM088,Tara Helen O'Connor,contemporary repertoire
FM088,Tara Helen O'Connor,multi-instrumental doubling
FM088,Tara Helen O'Connor,teaching
FM088,Tara Helen O'Connor,flautist
FM088,Tara Helen O'Connor,chamber musician
FM088,Tara Helen O'Connor,professor
FM088,Tara Helen O'Connor,American new-music and chamber school
FM089,Molly Alicia Barth,new music
FM089,Molly Alicia Barth,chamber music
FM089,Molly Alicia Barth,collaboration
FM089,Molly Alicia Barth,contemporary performance practice
FM089,Molly Alicia Barth,flautist
FM089,Molly Alicia Barth,chamber musician
FM089,Molly Alicia Barth,professor
FM089,Molly Alicia Barth,American contemporary chamber music school
FM090,Alberto Almarza,Latin American representation
FM090,Alberto Almarza,university pedagogy
FM090,Alberto Almarza,festival training
FM090,Alberto Almarza,career mentorship
FM090,Alberto Almarza,flautist
FM090,Alberto Almarza,professor
FM090,Alberto Almarza,festival director
FM090,Alberto Almarza,Latin American-American flute pedagogy
FM091,Jasmine Choi,transcriptions
FM091,Jasmine Choi,solo virtuosity
FM091,Jasmine Choi,Korean flute representation
FM091,Jasmine Choi,recording
FM091,Jasmine Choi,flautist
FM091,Jasmine Choi,soloist
FM091,Jasmine Choi,orchestral principal
FM091,Jasmine Choi,Korean-American international solo school
FM092,Shigenori Kudo,French-Japanese pedagogy
FM092,Shigenori Kudo,competitions
FM092,Shigenori Kudo,tone and repertoire
FM092,Shigenori Kudo,flautist
FM092,Shigenori Kudo,soloist
FM092,Shigenori Kudo,professor
FM092,Shigenori Kudo,Japanese-French school
FM092,Shigenori Kudo,Rampal and Marion influence
FM093,Kazunori Seo,French repertoire
FM093,Kazunori Seo,contemporary music
FM093,Kazunori Seo,Japanese international pedagogy
FM093,Kazunori Seo,flautist
FM093,Kazunori Seo,professor
FM093,Kazunori Seo,soloist
FM093,Kazunori Seo,Japanese-French contemporary school
FM094,Seiya Ueno,virtuosity
FM094,Seiya Ueno,competition repertoire
FM094,Seiya Ueno,Japanese representation
FM094,Seiya Ueno,transcriptions
FM094,Seiya Ueno,flautist
FM094,Seiya Ueno,soloist
FM094,Seiya Ueno,Japanese-French competition school
FM095,Yuki Koyama,orchestral playing
FM095,Yuki Koyama,Nordic repertoire
FM095,Yuki Koyama,competition
FM095,Yuki Koyama,sound and technique
FM095,Yuki Koyama,flautist
FM095,Yuki Koyama,orchestral principal
FM095,Yuki Koyama,soloist
FM095,Yuki Koyama,Japanese-European orchestral school
FM096,Juliette Hurel,French repertoire
FM096,Juliette Hurel,orchestral principal playing
FM096,Juliette Hurel,contemporary works
FM096,Juliette Hurel,recording
FM096,Juliette Hurel,flautist
FM096,Juliette Hurel,orchestral principal
FM096,Juliette Hurel,professor
FM096,Juliette Hurel,French modern school
FM097,Vincent Lucas,French orchestral playing
FM097,Vincent Lucas,competition training
FM097,Vincent Lucas,tone
FM097,Vincent Lucas,pedagogy
FM097,Vincent Lucas,flautist
FM097,Vincent Lucas,orchestral principal
FM097,Vincent Lucas,professor
FM097,Vincent Lucas,French Conservatoire school
FM098,Davide Formisano,Italian school
FM098,Davide Formisano,German orchestral playing
FM098,Davide Formisano,solo repertoire
FM098,Davide Formisano,pedagogy
FM098,Davide Formisano,flautist
FM098,Davide Formisano,orchestral principal
FM098,Davide Formisano,professor
FM098,Davide Formisano,Italian-German orchestral school
FM099,Sébastian Jacot,competition repertoire
FM099,Sébastian Jacot,orchestral principal playing
FM099,Sébastian Jacot,contemporary virtuosity
FM099,Sébastian Jacot,flautist
FM099,Sébastian Jacot,orchestral principal
FM099,Sébastian Jacot,competition winner
FM099,Sébastian Jacot,Swiss-French-German competition school
FM100,Demarre McGill,orchestral leadership
FM100,Demarre McGill,diversity in classical music
FM100,Demarre McGill,chamber music
FM100,Demarre McGill,pedagogy
FM100,Demarre McGill,flautist
FM100,Demarre McGill,orchestral principal
FM100,Demarre McGill,professor
FM100,Demarre McGill,American orchestral school
FM100,Demarre McGill,Curtis/Juilliard lineage
